model,role,cv_accuracy_mean,cv_accuracy_std,train_accuracy_mean,train_validation_gap,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,fit_time_seconds,test_predict_time_seconds,best_params,absolute_accuracy_improvement_vs_baseline,relative_accuracy_improvement_vs_baseline,absolute_f1_improvement_vs_baseline,relative_f1_improvement_vs_baseline
random_forest_default,best_assignment7_baseline,0.6691526243650731,0.030901963544275393,0.9990496298822444,0.3298970055171714,0.6919191919191919,0.6918653848058882,0.6933333333333334,0.6892363322709324,0.7147104000323452,0.028894799994304776,{},0.0,0.0,0.0,0.0
svm_rbf_all_features,assignment8_primary_model,0.7275175360799806,0.012973903035177013,0.9860568918132759,0.25853935573329534,0.7121212121212122,0.7161151541956495,0.7122222222222223,0.7120834450102744,4.943730400002096,0.017308400012552738,"{'model__C': 3, 'model__gamma': 'scale'}",0.02020202020202022,0.02919708029197083,0.022847112739342035,0.03314844512630981
