experiment,params,mean_train_accuracy,std_train_accuracy,mean_validation_accuracy,std_validation_accuracy,generalization_gap,rank_validation_accuracy,mean_fit_time_seconds
svm_rbf_select_k_best,"{'model__C': 3, 'model__gamma': 0.001, 'selector__k': 40}",0.6555658087424021,0.01745496857166486,0.5779166330726437,0.01842867566596935,0.07764917566975837,111,0.028635692596435548
svm_rbf_select_k_best,"{'model__C': 30, 'model__gamma': 0.001, 'selector__k': 20}",0.67996700034103,0.01768931663840705,0.5754011126340403,0.01767995059031306,0.10456588770698971,112,0.022482776641845705
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.003, 'selector__k': 40}",0.6527136953599872,0.018545621211715622,0.5690397484479561,0.019981773469032536,0.08367394691203112,113,0.028180027008056642
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.01, 'selector__k': 20}",0.6232527232241368,0.01651955697005547,0.5563815205998549,0.017902029385706338,0.06687120262428192,114,0.03982887268066406
svm_rbf_select_k_best,"{'model__C': 10, 'model__gamma': 0.001, 'selector__k': 20}",0.6172290316756605,0.017221881952558526,0.5538418124647262,0.018730497137148118,0.06338721921093426,115,0.02237563133239746
svm_rbf_select_k_best,"{'model__C': 3, 'model__gamma': 0.003, 'selector__k': 20}",0.6108949026058698,0.013381473476938294,0.5512940417640894,0.021740354695296157,0.0596008608417804,116,0.023563289642333986
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.001, 'selector__k': 'all'}",0.6200856586892416,0.011410560983735805,0.5512779166330726,0.037664764710346105,0.06880774205616902,117,0.04209237098693848
svm_rbf_select_k_best,"{'model__C': 3, 'model__gamma': 0.001, 'selector__k': 30}",0.6013927059720355,0.00836709751069402,0.5424574699669436,0.013510786264319567,0.058935236005091984,118,0.029705572128295898
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.003, 'selector__k': 30}",0.600444341912576,0.004453354986918233,0.5399177618318148,0.017389505320160713,0.06052658008076117,119,0.03415126800537109
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.001, 'selector__k': 50}",0.5627339565487773,0.014069897872587854,0.5031766508102878,0.03580502101335931,0.0595573057384895,120,0.03010425567626953
svm_rbf_select_k_best,"{'model__C': 3, 'model__gamma': 0.001, 'selector__k': 20}",0.542136752994042,0.010864399520484035,0.4993549947593324,0.026435220805502348,0.04278175823470953,121,0.02633209228515625
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.001, 'selector__k': 40}",0.53865273124837,0.010828448484252618,0.4993308070628074,0.023757859328687913,0.03932192418556257,122,0.0323218822479248
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.003, 'selector__k': 20}",0.5437210375333507,0.012171987624625319,0.49425945335805854,0.028519422030021314,0.04946158417529212,123,0.02837653160095215
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.001, 'selector__k': 30}",0.5282006660113543,0.011468500403048533,0.4815528501169072,0.031066108018479248,0.04664781589444711,124,0.03565912246704102
svm_rbf_select_k_best,"{'model__C': 1, 'model__gamma': 0.001, 'selector__k': 20}",0.4939748039078015,0.009418856866283758,0.4549786342014029,0.013172574028095308,0.03899616970639863,125,0.03292269706726074
